CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,ProductsPerTenure,EngagementScore,WealthScore,RelationshipStrength,AgeGroup,WealthSegment,HighValueDisengaged,Geography_enc,Gender_enc
739,France,Male,34,9,0.0,1,1,0,60584.33,0,0.0,0.1,0.3,1.0338047520839375,0.39,26-35,Low,0,0,1
508,France,Female,41,5,0.0,2,1,1,94170.84,0,0.0,0.3333333333333333,1.0,0.6523347642604841,0.65,36-45,Low,0,0,0
667,France,Male,41,6,0.0,2,0,0,167181.77,0,0.0,0.2857142857142857,0.0,1.404791534214241,0.28,36-45,Medium,0,0,1
741,France,Female,60,5,0.0,1,1,1,38914.51,0,0.0,0.16666666666666666,1.0,0.9281569826138691,0.55,56+,Low,0,0,0
592,France,Male,29,7,0.0,2,1,1,91196.67,0,0.0,0.25,1.0,0.8381349123402912,0.71,26-35,Low,0,0,1
651,Germany,Female,45,6,86714.06,1,1,0,85869.89,1,1.009819043449998,0.14285714285714285,0.3,1.4184220969808745,0.30000000000000004,36-45,Medium,0,2,0
773,Spain,Male,52,2,0.0,2,1,0,57337.79,0,0.0,0.6666666666666666,0.3,1.0985996393554127,0.27999999999999997,46-55,Medium,0,1,1
850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0,0.7575669975205916,0.1111111111111111,1.0,2.5985092871742435,0.64,36-45,Premium,0,1,1
550,Germany,Female,42,10,128707.31,1,1,0,63092.65,1,2.039940786434134,0.09090909090909091,0.3,1.2865283036557613,0.42,36-45,Medium,1,2,0
783,France,Male,40,6,0.0,2,1,0,109742.55,0,0.0,0.2857142857142857,0.3,1.3895851310897533,0.4,36-45,Medium,0,0,1
777,France,Male,29,2,0.0,2,1,0,124489.88,0,0.0,0.6666666666666666,0.3,1.4503855373622532,0.27999999999999997,26-35,High,0,0,1
659,France,Male,29,6,123192.12,1,1,1,56971.41,1,2.162311897987113,0.14285714285714285,1.0,1.4864424879858413,0.5800000000000001,26-35,High,0,0,1
727,Germany,Male,46,3,115248.11,4,1,0,130752.01,1,0.8814184086469596,1.0,0.3,1.9824011717999013,0.51,46-55,Premium,1,2,1
603,France,Male,38,8,59360.77,1,1,1,191457.06,0,0.3100458136889092,0.1111111111111111,1.0,1.6945906530805201,0.64,36-45,High,0,0,1
644,Spain,Male,37,9,0.0,2,1,1,96442.86,0,0.0,0.2,1.0,0.9892721502414692,0.77,36-45,Low,0,1,1
647,France,Female,35,6,112668.7,1,0,1,122584.29,0,0.9191045679298063,0.14285714285714285,0.7,1.7355195760537314,0.45999999999999996,26-35,High,0,0,0
648,Germany,Female,37,7,138503.51,2,1,0,57215.85,0,2.4206769509331605,0.25,0.3,1.5437058716580763,0.43,36-45,High,1,2,0
721,Spain,Male,57,1,0.0,1,1,1,195940.96,0,0.0,0.5,1.0,1.6805390247698715,0.43000000000000005,56+,High,0,1,1
524,France,Male,29,7,0.0,2,1,1,105448.74,0,0.0,0.25,1.0,0.7480860449625849,0.71,26-35,Low,0,0,1
626,France,Female,34,3,0.0,2,1,1,37870.29,0,0.0,0.5,1.0,0.6477158730194804,0.59,26-35,Low,0,0,0
569,France,Male,43,7,0.0,2,1,0,52534.81,0,0.0,0.25,0.3,0.586084698476631,0.43,36-45,Low,0,0,1
578,Spain,Male,36,1,157267.95,2,1,0,141533.19,0,1.1111657896936422,1.0,0.3,1.9068362647119115,0.24999999999999997,36-45,Premium,1,1,1
769,France,Female,40,9,133871.05,1,1,1,50568.02,0,2.6472937383401933,0.1,1.0,1.7743912902832344,0.67,36-45,High,0,0,0
694,Germany,Male,31,4,141989.27,2,1,0,26116.82,0,5.436490105223177,0.4,0.3,1.514012547657956,0.33999999999999997,26-35,High,1,2,1
664,France,Female,41,5,0.0,1,1,1,152054.33,0,0.0,0.16666666666666666,1.0,1.3205229333024882,0.55,36-45,Medium,0,0,0
646,France,Male,38,7,0.0,2,1,0,1842.8253000000004,0,0.0,0.25,0.3,0.5119617224880382,0.43,36-45,Low,0,0,1
779,France,Female,29,3,46388.16,3,1,0,127939.26,1,0.3625767213541696,0.75,0.3,1.722190397196587,0.41,26-35,High,0,0,0
782,Germany,Female,72,5,148666.99,1,1,0,2605.65,1,57.03373678859839,0.16666666666666666,0.3,1.640630526678322,0.27,56+,High,1,2,0
769,Germany,Male,34,7,115101.5,1,0,0,57841.89,1,1.9898988449574355,0.125,0.0,1.710531026340472,0.21000000000000002,26-35,High,1,2,1
655,Germany,Male,67,6,148363.38,1,1,1,186995.17,0,0.7934033087415641,0.14285714285714285,1.0,2.2748451780505388,0.5800000000000001,56+,Premium,0,2,1
623,Spain,Male,46,4,0.0,1,1,0,5549.11,1,0.0,0.2,0.3,0.4758255485118286,0.24,46-55,Low,0,1,1
705,Spain,Female,39,8,144102.32,1,1,1,11682.36,0,12.33397926623848,0.1111111111111111,1.0,1.4781307331036806,0.64,36-45,High,0,1,0
686,France,Male,41,5,128876.71,3,1,1,106939.34,1,1.2051271765172993,0.5,1.0,1.8362469800373376,0.75,36-45,Premium,0,0,1
678,Germany,Male,36,6,118448.15,2,1,0,53172.02,0,2.227598695729526,0.2857142857142857,0.3,1.487025200428165,0.4,36-45,High,1,2,1
738,France,Male,39,5,0.0,2,1,1,114388.98,0,0.0,0.3333333333333333,1.0,1.305608491188507,0.65,36-45,Medium,0,0,1
703,France,Male,28,9,0.0,2,0,1,2151.17,0,0.0,0.2,0.7,0.6498967269237553,0.6499999999999999,26-35,Low,0,0,1
554,Spain,Male,42,1,0.0,2,0,1,183492.9,0,0.0,1.0,0.7,1.2175804245602193,0.4099999999999999,36-45,Medium,0,1,1
582,France,Female,38,9,135979.01,4,1,1,76582.95,1,1.775554930243217,0.4,1.0,1.4709336902654435,0.97,36-45,High,0,0,0
644,France,Male,37,6,117271.8,2,1,0,104217.96,1,1.1252443893126547,0.2857142857142857,0.3,1.6594972448063214,0.4,36-45,High,1,0,1
724,France,Male,29,4,0.0,1,1,0,8982.75,0,0.0,0.2,0.3,0.7349506564010828,0.24,26-35,Low,0,0,1
593,France,Male,33,1,0.0,2,0,0,9984.4,0,0.0,1.0,0.0,0.4266580768610275,0.13,26-35,Low,0,0,1
710,Spain,Female,30,10,0.0,2,1,0,19500.1,0,0.0,0.18181818181818182,0.3,0.7550557321268513,0.52,26-35,Low,0,1,0
631,France,Male,35,8,129205.49,1,1,1,79146.36,0,1.6324674632230312,0.1111111111111111,1.0,1.5647990261019895,0.64,26-35,High,0,0,1
739,Spain,Female,41,8,0.0,1,1,0,191694.77,1,0.0,0.1111111111111111,0.3,1.7019620427151043,0.36,36-45,High,0,1,0
644,Spain,Male,21,7,0.0,1,0,1,59645.24,1,0.0,0.125,0.7,0.8017462897464908,0.49,18-25,Low,0,1,1
652,Germany,Male,35,7,104015.54,2,1,1,55207.88,0,1.8840364086357122,0.25,1.0,1.3575912377036303,0.71,26-35,Medium,0,2,1
554,Spain,Male,37,3,0.0,2,1,0,166177.3,0,0.0,0.5,0.3,1.1293376852203694,0.31,36-45,Medium,0,1,1
483,France,Female,30,9,0.0,2,0,0,136356.97,0,0.0,0.2,0.0,0.8075126191299457,0.37,26-35,Low,0,0,0
669,Germany,Female,42,1,103873.39,1,1,0,148611.52,0,0.6989545026219864,0.5,0.3,1.8734948359342833,0.15,36-45,Premium,1,2,0
841,Germany,Female,52,3,112383.03,1,1,0,85516.37,1,1.3141544226629047,0.25,0.3,2.009194936563453,0.21000000000000002,46-55,Premium,1,2,0
662,France,Male,34,2,117731.79,2,0,1,55120.79,0,2.1358484548487993,0.6666666666666666,0.7,1.4548268343180728,0.43999999999999995,26-35,High,0,0,1
821,Germany,Male,45,0,135827.33,2,1,1,131778.58,0,1.0307160639000368,2.0,1.0,2.3231731147658867,0.5,36-45,Premium,0,2,1
783,France,Male,38,9,114135.17,1,1,0,153269.98,0,0.7446626230223098,0.1,0.3,2.225142635670381,0.39,36-45,Premium,1,0,1
850,France,Female,28,9,0.0,2,1,1,164864.67,0,0.0,0.2,1.0,1.830782308933193,0.77,26-35,Premium,0,0,0
559,France,Male,62,6,118756.62,1,1,1,20367.68,0,5.8303542497599254,0.14285714285714285,1.0,1.0368193890684552,0.5800000000000001,56+,Low,0,0,1
602,Spain,Male,34,8,98382.72,1,1,0,39542.0,0,2.4879933237235416,0.1111111111111111,0.3,1.1278492873208743,0.36,26-35,Medium,1,1,1
563,Germany,Male,41,2,100520.92,1,1,1,19412.8,1,5.1778075389671265,0.3333333333333333,1.0,0.9434642881400513,0.46,36-45,Low,0,2,1
695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0,0.6239956724035085,0.25,1.0,1.7014062044026224,0.71,26-35,High,0,1,0
546,France,Female,21,6,0.0,1,0,1,20508.85,0,0.0,0.14285714285714285,0.7,0.36785196676694215,0.45999999999999996,18-25,Low,0,0,0
719,Germany,Female,72,10,95052.29,1,1,0,176244.87,0,0.5393164106483743,0.09090909090909091,0.3,2.0865020759693023,0.42,56+,Premium,0,2,0
539,Germany,Male,42,1,177728.55,1,1,0,105013.63,0,1.6924170470343034,0.5,0.3,1.737448164767322,0.15,36-45,High,1,2,1
632,France,Male,71,3,83116.68,1,1,1,27597.76,0,3.0116092172257014,0.25,1.0,1.056660477646763,0.49000000000000005,56+,Low,0,0,1
772,Germany,Male,34,7,111565.91,1,1,1,121073.23,0,0.9214670206864004,0.125,1.0,2.020932064239254,0.6100000000000001,26-35,Premium,0,2,1
708,Spain,Male,40,8,83015.71,1,1,0,101089.76,0,0.8211997812658646,0.1111111111111111,0.3,1.6124613119421118,0.36,36-45,High,0,1,1
668,Germany,Female,28,1,124511.01,1,0,0,114258.18,0,1.0897243442496263,0.5,0.0,1.8070070737557218,0.03,26-35,Premium,1,2,0
738,France,Female,67,1,130652.52,1,0,1,22762.23,0,5.739630096431833,0.5,0.7,1.5412194803937207,0.30999999999999994,56+,High,0,0,0
785,France,Male,55,5,0.0,2,1,1,7008.65,0,0.0,0.3333333333333333,1.0,0.8708233787796595,0.65,46-55,Low,0,0,1
597,France,Male,61,5,0.0,2,1,1,81299.17,0,0.0,0.3333333333333333,1.0,0.7996575791435041,0.65,56+,Low,0,0,1
531,France,Male,37,7,121854.45,1,1,0,147521.35,0,0.8260067033910454,0.125,0.3,1.6344846430643132,0.33,36-45,High,1,0,1
509,France,Male,26,10,0.0,2,1,1,6177.83,0,0.0,0.18181818181818182,1.0,0.20630232156279926,0.8,26-35,Low,0,0,1
508,France,Male,35,1,86893.28,1,0,0,59374.82,0,1.4634455574676695,0.5,0.0,0.9422579351935434,0.03,26-35,Low,0,0,1
749,Germany,Female,32,7,79523.13,1,0,1,157648.12,0,0.5044311696760503,0.125,0.7,1.979996270053995,0.49,26-35,Premium,0,2,0
621,Germany,Female,55,7,131033.76,1,0,1,75685.59,1,1.7312678507513684,0.125,0.7,1.5330701099353359,0.49,46-55,High,0,2,0
659,France,Female,33,7,89939.62,1,1,0,136540.09,0,0.6587000294197153,0.125,0.3,1.713128043189958,0.33,26-35,High,0,0,0
634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1,0.9774010520684009,0.25,0.0,1.4877254428502917,0.09000000000000001,56+,High,0,2,0
675,France,Male,39,7,0.0,2,0,1,36267.21,0,0.0,0.25,0.7,0.7567712316657332,0.59,36-45,Low,0,0,1
770,France,Male,31,3,155047.56,2,1,1,186064.34,0,0.8332963033308621,0.5,1.0,2.581163792449357,0.59,26-35,Premium,0,0,1
736,France,Female,29,9,0.0,2,0,0,176152.7,0,0.0,0.2,0.0,1.615580428854769,0.37,26-35,High,0,0,0
524,France,Male,44,10,118569.03,2,0,0,82117.2,0,1.443882476722578,0.18181818181818182,0.0,1.2667628711014196,0.39999999999999997,36-45,Medium,1,0,1
674,France,Male,28,5,0.0,1,1,1,151925.25,0,0.0,0.16666666666666666,1.0,1.3437885683964939,0.55,26-35,Medium,0,0,1
700,Spain,Male,44,9,0.0,2,1,0,142287.65,0,0.0,0.2,0.3,1.3568749566989735,0.49,36-45,Medium,0,1,1
741,France,Female,35,1,0.0,2,1,0,36557.55,0,0.0,1.0,0.3,0.9161455820898069,0.24999999999999997,26-35,Low,0,0,0
455,France,Male,40,1,0.0,3,0,1,129975.34,0,0.0,1.5,0.7,0.7080052868185575,0.51,36-45,Low,0,0,1
608,Spain,Male,37,2,130461.02,1,1,0,21967.15,0,5.93864390037395,0.3333333333333333,0.3,1.225133108773314,0.18,36-45,Medium,1,1,1
776,France,Male,36,1,0.0,2,1,0,53477.76,0,0.0,1.0,0.3,1.0861054156504488,0.24999999999999997,36-45,Medium,0,0,1
635,France,Male,33,1,0.0,3,0,0,178067.33,1,0.0,1.5,0.0,1.3837108590657907,0.22999999999999998,26-35,Medium,0,0,1
746,France,Female,37,4,0.0,2,0,1,171039.56,0,0.0,0.4,0.7,1.6134465913671618,0.49999999999999994,36-45,High,0,0,0
692,Spain,Female,47,3,0.0,2,1,0,150802.41,1,0.0,0.5,0.3,1.3811286183774127,0.31,46-55,Medium,0,1,0
683,Spain,Male,35,9,61172.04,1,0,0,82951.12,0,0.7374379340757055,0.1,0.0,1.3427563289684024,0.27,26-35,Medium,0,1,1
591,Germany,Female,35,2,90194.34,2,1,0,57064.57,0,1.5805386680620206,0.6666666666666666,0.3,1.1467998584017067,0.27999999999999997,26-35,Medium,0,2,0
581,France,Female,24,3,95508.2,1,1,1,45755.0,0,2.087337179823411,0.25,1.0,1.0938153078941655,0.49000000000000005,18-25,Medium,0,0,0
684,Germany,Male,35,3,99967.76,1,1,1,176882.08,0,0.5651629313555598,0.25,1.0,2.0324491381155063,0.49000000000000005,26-35,Premium,0,2,1
561,Spain,Male,37,4,101470.29,1,0,1,88838.14,0,1.142180012098271,0.2,0.7,1.2975859401894465,0.39999999999999997,36-45,Medium,0,1,1
718,Germany,Female,33,4,70541.06,1,0,0,88592.8,0,0.7962302102404457,0.2,0.0,1.5056189299264882,0.12,26-35,High,0,2,0
590,France,Male,31,8,112211.61,1,1,0,26261.42,0,4.272706399486415,0.1111111111111111,0.3,1.1058231151338984,0.36,26-35,Medium,1,0,1
573,France,Female,47,8,154543.98,1,1,0,29586.73,0,5.223245581867889,0.1111111111111111,0.3,1.309732074906391,0.36,46-55,Medium,1,0,0
432,France,Female,40,0,111098.85,1,1,1,172321.21,1,0.64471579142352,1.0,1.0,1.4661903602556074,0.4,36-45,High,0,0,0
504,Germany,Female,44,0,131873.07,2,1,1,158036.72,1,0.8344404740842882,2.0,1.0,1.677351971020131,0.5,36-45,High,0,2,0
813,Spain,Male,27,1,137275.36,1,0,1,115733.16,0,1.1861265507089693,0.5,0.7,2.2300510835801672,0.30999999999999994,26-35,Premium,0,1,1
641,Spain,Male,31,3,153316.14,1,1,0,59927.99,0,2.558296744196757,0.25,0.3,1.620432413500139,0.21000000000000002,26-35,High,1,1,1
662,France,Female,22,9,0.0,2,1,1,44377.65,0,0.0,0.2,1.0,0.7670026991214042,0.77,18-25,Low,0,0,0
497,Spain,Male,44,2,121250.04,1,0,1,79691.4,0,1.5214755735804166,0.3333333333333333,0.7,1.204223864444652,0.33999999999999997,36-45,Medium,0,1,1
716,France,Male,31,8,109578.04,2,1,1,51503.51,0,2.127542617141683,0.2222222222222222,1.0,1.5217343559785208,0.74,26-35,High,0,0,1
526,France,Female,37,5,53573.18,1,1,0,62830.97,0,0.8526420546737592,0.16666666666666666,0.3,0.823762002124852,0.27,36-45,Low,0,0,0
760,Germany,Female,34,6,58003.41,1,1,0,90346.1,0,0.64200632892478,0.14285714285714285,0.3,1.5476141382920132,0.30000000000000004,26-35,High,0,2,0
669,France,Female,31,6,113000.66,1,1,0,40467.82,0,2.7922894712521886,0.14285714285714285,0.3,1.3714590827457798,0.30000000000000004,26-35,Medium,1,0,0
655,France,Male,27,10,0.0,2,1,0,51620.94,0,0.0,0.18181818181818182,0.3,0.7871691148825395,0.52,26-35,Low,0,0,1
547,France,Female,49,2,0.0,1,0,0,65466.93,1,0.0,0.3333333333333333,0.0,0.5993570266576126,0.06,46-55,Low,0,0,0
648,Germany,Female,40,5,139973.65,1,1,1,1842.8253000000004,1,75.91481145203939,0.16666666666666666,1.0,1.2694224685956081,0.55,36-45,Medium,0,2,0
790,France,Female,31,2,151290.16,1,1,1,172437.12,0,0.8773591361353279,0.3333333333333333,1.0,2.539359894747536,0.46,26-35,Premium,0,0,0
744,Germany,Female,50,1,121498.11,2,0,1,106061.47,1,1.1455334766388148,1.0,0.7,1.9308524898965471,0.4099999999999999,46-55,Premium,0,2,0
761,Spain,Female,32,4,103515.39,2,1,1,177622.38,0,0.5827802060742229,0.4,1.0,2.239508900680511,0.62,26-35,Premium,0,1,0
750,France,Female,35,3,0.0,1,1,0,191520.5,0,0.0,0.25,0.3,1.7273897276943009,0.21000000000000002,26-35,High,0,0,0
680,France,Male,34,9,0.0,2,1,1,95686.6,0,0.0,0.2,1.0,1.0715425445521918,0.77,26-35,Low,0,0,1
704,Spain,Male,38,6,106687.76,1,1,0,173776.5,0,0.613933104113018,0.14285714285714285,0.3,2.1006048063698115,0.30000000000000004,36-45,Premium,1,1,1
521,France,Female,41,2,0.0,2,1,1,113089.43,0,0.0,0.6666666666666666,1.0,0.7798470451530647,0.56,36-45,Low,0,0,0
452,France,Female,35,8,0.0,2,1,1,149614.81,0,0.0,0.2222222222222222,1.0,0.8009137618834976,0.74,26-35,Low,0,0,0
695,France,Female,31,5,106089.2,1,0,0,99537.68,0,1.0658087891059034,0.16666666666666666,0.0,1.6975235919580838,0.15,26-35,High,1,0,0
850,Spain,Male,71,10,69608.14,1,1,0,97893.4,1,0.7110533391082636,0.09090909090909091,0.3,1.8637890103413421,0.42,56+,Premium,0,1,1
625,France,Male,31,5,0.0,2,0,1,1842.8253000000004,0,0.0,0.3333333333333333,0.7,0.4617224880382773,0.5299999999999999,26-35,Low,0,0,1
608,Germany,Female,40,7,96202.32,1,0,0,161154.85,0,0.596952080858374,0.125,0.0,1.750234988304981,0.21000000000000002,36-45,High,0,2,0
715,France,Female,38,0,0.0,2,1,1,1842.8253000000004,0,0.0,2.0,1.0,0.6770334928229664,0.5,36-45,Low,0,0,0
834,Spain,Male,33,5,0.0,2,1,0,66285.18,0,0.0,0.3333333333333333,0.3,1.2901298148556126,0.37,26-35,Medium,0,1,1
469,France,Male,33,1,127818.52,1,1,0,163477.22,0,0.7818688018501792,0.5,0.3,1.5995430602124852,0.15,26-35,High,1,0,1
480,France,Female,40,7,0.0,1,1,0,170332.67,1,0.0,0.125,0.3,0.9734805438822277,0.33,36-45,Low,0,0,0
527,Germany,Male,58,3,137318.42,1,1,1,126144.96,0,1.0885677194893915,0.25,1.0,1.5991321035028971,0.49000000000000005,56+,High,0,2,1
834,Spain,Male,34,5,0.0,2,0,0,53437.1,0,0.0,0.3333333333333333,0.0,1.2246541874180688,0.25,26-35,Medium,0,1,1
583,France,Female,40,4,55776.39,2,1,0,26920.43,0,2.071821221978179,0.4,0.3,0.7889677169850924,0.33999999999999997,36-45,Low,0,0,0
696,Germany,Male,32,4,84421.62,1,0,1,52314.71,0,1.6136953890141221,0.2,0.7,1.3427486023572106,0.39999999999999997,26-35,Medium,0,2,1
606,France,Male,32,5,83161.65,1,1,1,116885.59,0,0.7114729756424581,0.16666666666666666,1.0,1.4497247090270924,0.55,26-35,High,0,0,1
713,France,Female,39,10,0.0,2,1,1,126263.97,0,0.0,0.18181818181818182,1.0,1.306316502326668,0.8,36-45,Medium,0,0,0
821,Germany,Male,42,3,87807.29,2,1,1,64613.81,0,1.358934430047848,0.5,1.0,1.7226752729693209,0.59,36-45,High,0,2,1
550,France,Female,30,4,0.0,2,1,0,89216.29,0,0.0,0.4,0.3,0.7275641476997123,0.33999999999999997,26-35,Low,0,0,0
675,France,Female,39,6,0.0,2,0,0,83419.15,0,0.0,0.2857142857142857,0.0,0.9970641669834954,0.28,36-45,Low,0,0,0
748,Spain,Male,39,3,0.0,2,1,1,123998.52,0,0.0,0.5,1.0,1.3785035070830538,0.59,36-45,Medium,0,1,1
606,Germany,Male,40,9,95293.86,2,0,1,96985.58,0,0.9825468637001119,0.2,0.7,1.4135496162645054,0.6499999999999999,36-45,Medium,0,2,1
726,Germany,Male,30,7,92847.59,1,1,0,146154.06,0,0.6352677081450344,0.125,0.3,1.9380462101181,0.33,26-35,Premium,0,2,1
547,France,Male,30,6,0.0,2,1,1,18471.86,0,0.0,0.2857142857142857,1.0,0.3598635229806969,0.68,26-35,Low,0,0,1
758,Spain,Male,35,5,0.0,2,1,0,95009.6,0,0.0,0.3333333333333333,0.3,1.2546953278991957,0.37,26-35,Medium,0,1,1
596,France,Male,37,2,0.0,1,0,1,121175.86,0,0.0,0.3333333333333333,0.7,1.0004824700524662,0.33999999999999997,36-45,Low,0,0,1
720,Spain,Male,34,3,0.0,2,1,1,77047.78,0,0.0,0.5,1.0,1.0722502694042686,0.59,26-35,Low,0,1,1
674,France,Male,37,3,0.0,1,1,0,158049.9,0,0.0,0.25,0.3,1.375000648457122,0.21000000000000002,36-45,Medium,0,0,1
756,France,Female,32,4,0.0,2,1,0,147040.25,0,0.0,0.4,0.3,1.5150661683475435,0.33999999999999997,26-35,High,0,0,0
649,Germany,Male,72,4,68345.86,2,1,1,142566.75,0,0.47939214864511787,0.4,1.0,1.6038018375761258,0.62,56+,High,0,2,1
613,Germany,Male,28,7,76656.4,2,1,1,185483.24,0,0.4132771603668322,0.25,1.0,1.7810739348717437,0.71,26-35,High,0,2,1
643,France,Male,62,9,0.0,2,0,0,155870.82,0,0.0,0.2,0.0,1.2897330700707705,0.37,56+,Medium,0,0,1
600,France,Male,31,8,0.0,2,1,1,121555.51,0,0.0,0.2222222222222222,1.0,1.0119865979788143,0.74,26-35,Low,0,0,1
735,Spain,Male,39,1,60374.98,1,1,0,40223.74,0,1.5009414604047162,0.5,0.3,1.2451274826794876,0.15,36-45,Medium,0,1,1
585,France,Female,34,1,0.0,1,1,1,75503.6,0,0.0,0.5,1.0,0.7414144031964301,0.43000000000000005,26-35,Low,0,0,0
724,Germany,Male,33,4,88046.88,1,0,1,186942.49,1,0.47098125749123443,0.2,0.7,2.1153104000531355,0.39999999999999997,26-35,Premium,0,2,1
635,Spain,Male,29,2,0.0,2,0,0,117173.8,0,0.0,0.6666666666666666,0.0,1.073388843353177,0.15999999999999998,26-35,Low,0,1,1
472,France,Male,21,9,0.0,2,1,0,3453.4,0,0.0,0.2,0.3,0.1039014956888851,0.49,18-25,Low,0,0,1
590,France,Male,36,1,0.0,2,1,0,48876.84,0,0.0,1.0,0.3,0.6176824019818682,0.24999999999999997,36-45,Low,0,0,1
651,Spain,Female,63,8,129968.67,1,1,1,11830.53,0,10.984941930587167,0.1111111111111111,1.0,1.2736987785441647,0.64,56+,Medium,0,1,0
686,Germany,Female,39,4,157731.6,2,1,0,162820.6,0,0.9687387914134242,0.4,0.3,2.2761862846975465,0.33999999999999997,36-45,Premium,1,2,0
606,France,Male,32,6,0.0,2,0,1,36540.63,0,0.0,0.2857142857142857,0.7,0.5930928482068185,0.5599999999999999,26-35,Low,0,0,1
781,France,Male,33,3,89276.48,1,1,0,6959.0,0,12.827080459770114,0.25,0.3,1.341064681944212,0.21000000000000002,26-35,Medium,0,0,1
593,France,Male,45,4,138825.19,1,0,0,10828.78,0,12.818837501777505,0.2,0.0,1.1774616344436781,0.12,36-45,Medium,1,0,1
793,France,Male,63,4,103729.79,2,1,1,80272.06,0,1.2922117333013092,0.4,1.0,1.821105852746744,0.62,56+,Premium,0,0,1
791,France,Female,31,10,75499.24,1,1,0,22184.14,0,3.403144627439809,0.09090909090909091,0.3,1.3684936530822904,0.42,26-35,Medium,0,0,0
850,France,Male,68,5,169445.4,1,1,1,186335.07,0,0.9093537284541849,0.16666666666666666,1.0,2.8513520982808713,0.55,56+,Premium,0,0,1
698,France,Female,57,9,111359.55,2,1,0,105715.01,0,1.0533839671020502,0.2,0.3,1.764521263213378,0.49,56+,High,1,0,0
846,France,Female,34,10,142388.61,2,0,1,68393.64,1,2.0818679650920013,0.18181818181818182,0.7,2.095244906486471,0.6799999999999999,26-35,Premium,0,0,0
765,France,Male,42,4,123311.39,2,1,1,82868.34,0,1.4880218667121037,0.4,1.0,1.8726467587874387,0.62,36-45,Premium,0,0,1
574,Spain,Male,52,7,115532.52,1,1,0,196257.67,0,0.5886747321787109,0.125,0.3,1.9517278934882674,0.33,46-55,Premium,1,1,1
617,Germany,Female,51,10,167273.71,1,0,0,93439.75,1,1.7901580413256528,0.09090909090909091,0.0,1.808850417407002,0.3,46-55,Premium,1,2,0
581,France,Male,25,5,77886.53,2,1,0,150319.49,0,0.5181364829239181,0.3333333333333333,0.3,1.5319342230613227,0.37,18-25,High,0,0,1
710,Germany,Male,37,6,135795.63,1,0,1,46523.6,0,2.918791993912898,0.14285714285714285,0.7,1.6229810158691003,0.45999999999999996,36-45,High,0,2,1
550,France,Male,32,8,97514.07,1,1,1,198069.7345,0,0.49231942440239707,0.1111111111111111,1.0,1.806656097803481,0.64,26-35,Premium,0,0,1
533,Germany,Male,51,6,127545.56,2,0,0,79559.02,1,1.6031363491361614,0.2857142857142857,0.0,1.3235263477106889,0.28,46-55,Medium,1,2,1
779,France,Male,49,9,106160.37,1,0,0,116893.87,0,0.9081696228414472,0.1,0.0,1.9873128217402802,0.27,46-55,Premium,1,0,1
763,France,Female,23,2,0.0,2,1,0,153983.99,0,0.0,0.6666666666666666,0.3,1.5671988580344798,0.27999999999999997,18-25,High,0,0,0
563,Spain,Female,36,4,143680.47,2,1,1,63531.19,0,2.261538127365041,0.4,1.0,1.4003783623344976,0.62,36-45,Medium,0,1,0
678,Spain,Male,38,3,124483.53,1,1,0,126253.31,0,0.9859744986131562,0.25,0.3,1.891911625322132,0.21000000000000002,36-45,Premium,1,1,1
644,Spain,Female,31,5,86006.3,1,1,1,73922.95,0,1.1634429707828113,0.16666666666666666,1.0,1.3369865782201575,0.55,26-35,Medium,0,1,0
682,Germany,Female,43,7,111094.05,2,1,1,64679.3,0,1.7175871169428714,0.25,1.0,1.5156923214004818,0.71,36-45,High,0,2,0
625,France,Male,22,9,0.0,2,1,0,157072.91,0,0.0,0.2,0.3,1.2527968892652015,0.49,18-25,Medium,0,0,1
733,Spain,Male,36,1,0.0,2,0,1,108377.82,0,0.0,1.0,0.7,1.2630130496835053,0.4099999999999999,36-45,Medium,0,1,1
512,France,Female,30,6,0.0,2,1,0,88827.31,0,0.0,0.2857142857142857,0.3,0.6346727598590446,0.4,26-35,Low,0,0,0
642,France,Female,41,7,115171.71,1,1,1,37674.47,0,3.0569415590568614,0.125,1.0,1.3043047970389674,0.6100000000000001,36-45,Medium,0,0,0
737,Germany,Female,22,10,111543.26,2,0,0,106327.85,0,1.0490404062491034,0.18181818181818182,0.0,1.8619336758827036,0.39999999999999997,18-25,Premium,1,2,0
575,France,Female,57,8,137936.94,1,1,1,84475.13,0,1.6328510787603552,0.1111111111111111,1.0,1.5049352584952778,0.64,56+,High,0,0,0
543,Germany,Female,37,3,122304.65,2,0,0,33998.7,0,3.597227328476428,0.5,0.0,1.0870861911541747,0.19,36-45,Medium,1,2,0
521,Germany,Male,41,8,120586.54,1,0,1,20491.15,0,5.884523585860927,0.1111111111111111,0.7,0.9563794919312467,0.52,36-45,Low,0,2,1
637,France,Male,32,3,0.0,2,1,1,197827.06,0,0.0,0.5,1.0,1.4891939185370977,0.59,26-35,High,0,0,1
714,France,Male,40,9,46520.69,1,1,1,96687.25,0,0.48114109004972166,0.1,1.0,1.4081360044690978,0.67,36-45,Medium,0,0,1
726,Spain,Female,56,2,105473.74,1,1,1,46044.7,0,2.2906316985082213,0.3333333333333333,1.0,1.4957690076852033,0.46,56+,High,0,1,0
