CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,ProductsPerTenure,EngagementScore,WealthScore,RelationshipStrength,AgeGroup,WealthSegment,HighValueDisengaged,Geography_enc,Gender_enc,Cluster,ChurnProbability,PredictedChurn,RevenueAtRisk,RSI,RSICategory,Recommendation
561,France,Male,43,4,0.0,4,0,0,18522.91,1,0.0,0.8,0.0,0.3936165039459625,0.42,36-45,Low,0,0,1,High Risk,0.8616,1,0.0,12.0,High Risk,Immediate Outreach
641,France,Male,31,9,112494.99,1,1,1,32231.6,0,3.490099774762198,0.1,1.0,1.2597813743377864,0.67,26-35,Medium,0,0,1,Premium Loyal,0.0376,0,4229.81,74.5,Stable,Cross-Sell Programme
677,France,Male,30,1,78133.15,1,0,1,174225.88,0,0.4484563461160528,0.5,0.7,1.884755771640436,0.3099999999999999,26-35,Premium,0,0,1,Premium Loyal,0.0596,0,4656.74,38.5,Moderate Risk,Cross-Sell Programme
641,Spain,Female,36,1,0.0,2,1,0,102021.39,0,0.0,1.0,0.3,1.0105240922787768,0.2499999999999999,36-45,Low,0,1,0,High Risk,0.0747,0,0.0,45.0,Moderate Risk,Reactivation Campaign
658,Spain,Female,32,5,145553.07,1,1,1,31484.76,0,4.6228221900948245,0.1666666666666666,1.0,1.474407438444656,0.55,26-35,High,0,1,0,Premium Loyal,0.1111,0,16170.95,62.5,Stable,Cross-Sell Programme
659,Germany,Male,48,4,123593.22,2,1,0,82469.06,1,1.4986435077166187,0.4,0.3,1.618538930756764,0.3399999999999999,46-55,High,1,2,1,Wealthy Disengaged,0.7005,1,86577.05,54.0,Moderate Risk,Reactivation Campaign
567,France,Female,47,2,0.0,1,0,0,110900.43,1,0.0,0.3333333333333333,0.0,0.878739439363645,0.06,46-55,Low,0,0,0,High Risk,0.8385,1,0.0,13.5,High Risk,Immediate Outreach
584,France,Female,26,0,146286.22,1,1,0,105105.35,0,1.3917924083559174,1.0,0.3,1.6764971990154105,0.12,26-35,High,1,0,0,Wealthy Disengaged,0.0896,0,13107.25,19.5,High Risk,Reactivation Campaign
709,Spain,Female,35,1,111827.27,2,1,0,12674.68,0,8.822190998826098,1.0,0.3,1.3192054675808529,0.2499999999999999,26-35,Medium,1,1,0,Wealthy Disengaged,0.0785,0,8778.44,45.0,Moderate Risk,Reactivation Campaign
690,Spain,Female,26,2,0.0,2,1,1,93255.85,0,0.0,0.6666666666666666,1.0,1.0830785447587925,0.56,26-35,Medium,0,1,0,Young Active,0.0212,0,0.0,76.0,Stable,Standard Retention Programme
627,France,Male,70,1,94416.78,1,0,1,145299.5,0,0.6498035450669475,0.5,0.7,1.7052871043204565,0.3099999999999999,56+,High,0,0,1,Premium Loyal,0.0715,0,6750.8,38.5,Moderate Risk,Cross-Sell Programme
765,Spain,Male,45,2,91549.78,1,1,1,47139.44,0,1.9420646052518813,0.3333333333333333,1.0,1.5197765052713683,0.46,36-45,High,0,1,1,Premium Loyal,0.1676,0,15343.74,53.5,Moderate Risk,Cross-Sell Programme
645,France,Female,38,7,59568.57,1,1,1,167723.25,0,0.355157766393351,0.125,1.0,1.6752356760525955,0.6100000000000001,36-45,High,0,0,0,Premium Loyal,0.134,0,7982.19,68.5,Stable,Cross-Sell Programme
716,France,Female,23,2,94464.81,2,0,1,185900.88,0,0.5081433818743522,0.6666666666666666,0.7,2.12537439270577,0.4399999999999999,18-25,Premium,0,0,0,Premium Loyal,0.0141,0,1331.95,64.0,Stable,Standard Retention Programme
771,France,Female,57,4,0.0,1,0,0,85876.67,1,0.0,0.2,0.0,1.239253107218248,0.12,56+,Medium,0,0,0,High Risk,0.9689,1,0.0,19.5,High Risk,Immediate Outreach
687,Germany,Male,44,8,95368.14,2,1,1,1842.8253000000004,0,51.7229804797667,0.2222222222222222,1.0,1.122868049759128,0.74,36-45,Medium,0,2,1,Young Active,0.234,0,22316.14,94.0,Loyal,Standard Retention Programme
717,Germany,Female,33,10,102185.42,2,1,0,23231.93,0,4.3983010321986935,0.1818181818181818,0.3,1.3402986311006937,0.52,26-35,Medium,1,2,0,High Risk,0.0544,0,5558.89,72.0,Stable,Reactivation Campaign
524,France,Male,32,1,144875.71,1,0,0,187740.04,0,0.771678424706713,0.5,0.0,1.9464898694512984,0.03,26-35,Premium,1,0,1,Wealthy Disengaged,0.0878,0,12720.09,10.5,High Risk,Reactivation Campaign
679,Spain,Male,39,5,0.0,2,1,1,100060.54,0,0.0,0.3333333333333333,1.0,1.0914404150808117,0.65,36-45,Medium,0,1,1,Young Active,0.016,0,0.0,85.0,Loyal,Standard Retention Programme
538,France,Female,32,2,0.0,1,1,1,80130.54,0,0.0,0.3333333333333333,1.0,0.6525537505116079,0.46,26-35,Low,0,0,0,Young Active,0.1976,0,0.0,53.5,Moderate Risk,Cross-Sell Programme
752,Germany,Female,37,5,113291.05,2,1,1,132467.54,0,0.85522985306549,0.3333333333333333,1.0,2.0404287277319977,0.65,36-45,Premium,0,2,0,Premium Loyal,0.1337,0,15147.01,85.0,Loyal,Relationship Manager Assignment
846,Spain,Male,61,0,0.0,2,1,1,96202.44,0,0.0,2.0,1.0,1.4713005245356596,0.5,56+,High,0,1,1,Young Active,0.0591,0,0.0,70.0,Stable,Standard Retention Programme
532,Spain,Female,39,0,0.0,2,1,0,94977.3,0,0.0,2.0,0.3,0.7138608660851175,0.2199999999999999,36-45,Low,0,1,0,High Risk,0.0473,0,0.0,42.0,Moderate Risk,Reactivation Campaign
670,Germany,Male,43,9,111677.88,1,1,0,178827.3,1,0.6244978004040748,0.1,0.3,2.0718379032089125,0.39,36-45,Premium,1,2,1,Wealthy Disengaged,0.8221,1,91810.39,46.5,Moderate Risk,Immediate Outreach
597,Germany,Female,35,8,131101.04,1,1,1,192852.67,0,0.6797954117233029,0.1111111111111111,1.0,2.073115586557389,0.64,26-35,Premium,0,2,0,Premium Loyal,0.2791,0,36590.3,71.5,Stable,Cross-Sell Programme
627,Germany,Male,52,1,76101.81,2,0,1,177238.35,0,0.4293731047873962,1.0,0.7,1.7695674557903938,0.4099999999999999,46-55,High,0,2,1,Premium Loyal,0.2127,0,16186.85,61.0,Stable,Standard Retention Programme
700,Spain,Female,40,2,0.0,2,1,0,198069.7345,0,0.0,0.6666666666666666,0.3,1.6411483253588517,0.2799999999999999,36-45,High,0,1,0,High Risk,0.0832,0,0.0,48.0,Moderate Risk,Reactivation Campaign
766,France,Female,52,7,92510.9,2,0,1,66193.61,0,1.397559408537946,0.25,0.7,1.624439788377878,0.59,46-55,High,0,0,0,Premium Loyal,0.3567,1,32998.64,79.0,Stable,Standard Retention Programme
488,France,Female,34,2,0.0,2,1,1,181270.84,0,0.0,0.6666666666666666,1.0,1.0483617566168233,0.56,26-35,Low,0,0,0,Young Active,0.0663,0,0.0,76.0,Stable,Standard Retention Programme
694,France,Male,39,5,77652.4,1,1,1,25407.59,0,3.056147546951641,0.1666666666666666,1.0,1.1644415144415472,0.55,36-45,Medium,0,0,1,Premium Loyal,0.1145,0,8891.2,62.5,Stable,Cross-Sell Programme
639,France,Female,31,3,98360.03,1,0,0,20973.8,0,4.68943827831493,0.25,0.0,1.1216178579106288,0.09,26-35,Medium,1,0,0,Wealthy Disengaged,0.0735,0,7229.46,16.5,High Risk,Reactivation Campaign
705,Germany,Female,46,4,115518.07,1,0,0,76544.9,1,1.509134649928997,0.2,0.0,1.6549741640471631,0.12,46-55,High,1,2,0,Wealthy Disengaged,0.8156,1,94216.54,19.5,High Risk,Immediate Outreach
810,Germany,Male,69,3,27288.43,1,1,1,110509.9,0,0.2469297598698409,0.25,1.0,1.6048262022151247,0.49,56+,High,0,2,1,Premium Loyal,0.076,0,2073.92,56.5,Moderate Risk,Cross-Sell Programme
638,France,Female,36,6,0.0,1,1,0,164247.51,0,0.0,0.1428571428571428,0.3,1.320460141052247,0.3,36-45,Medium,0,0,0,High Risk,0.3784,1,0.0,37.5,Moderate Risk,Reactivation Campaign
595,Spain,Female,43,5,0.0,2,0,0,105149.8,0,0.0,0.3333333333333333,0.0,0.9164190638980408,0.25,36-45,Low,0,1,0,High Risk,0.1067,0,0.0,45.0,Moderate Risk,Reactivation Campaign
575,France,Male,36,7,0.0,1,1,1,55868.97,1,0.0,0.125,1.0,0.6174301149850976,0.6100000000000001,36-45,Low,0,0,1,Young Active,0.1524,0,0.0,68.5,Stable,Cross-Sell Programme
850,France,Male,31,6,131996.66,2,1,1,178747.43,0,0.738449339107482,0.2857142857142857,1.0,2.611312442603389,0.68,26-35,Premium,0,0,1,Premium Loyal,0.0207,0,2732.33,88.0,Loyal,Relationship Manager Assignment
432,Spain,Female,27,2,121580.42,1,0,1,134720.51,0,0.9024573729911428,0.3333333333333333,0.7,1.3309341188684622,0.3399999999999999,26-35,Medium,0,1,0,Premium Loyal,0.0903,0,10978.71,41.5,Moderate Risk,Cross-Sell Programme
640,France,Male,55,10,132436.34,1,1,0,1842.8253000000004,0,71.82694586086869,0.0909090909090909,0.3,1.2097535644616233,0.42,46-55,Medium,1,0,1,Wealthy Disengaged,0.498,1,65953.3,49.5,Moderate Risk,Reactivation Campaign
570,Spain,Male,34,10,0.0,2,0,1,183387.12,0,0.0,0.1818181818181818,0.7,1.255318866725494,0.6799999999999999,26-35,Medium,0,1,1,Young Active,0.0063,0,0.0,88.0,Loyal,Standard Retention Programme
640,Germany,Female,46,5,107978.4,2,1,0,155876.06,0,0.6927151435881584,0.3333333333333333,0.3,1.8632117113474769,0.37,46-55,Premium,1,2,0,Wealthy Disengaged,0.6266,1,67659.27,57.0,Moderate Risk,Reactivation Campaign
689,Germany,Female,40,4,78119.59,4,1,0,119259.34,1,0.6550341043803832,0.8,0.3,1.6332737509507602,0.54,36-45,High,0,2,0,High Risk,0.9162,1,71573.17,24.0,High Risk,Immediate Outreach
725,France,Male,26,6,98684.15,1,0,0,133720.57,0,0.7379822866273555,0.1428571428571428,0.0,1.903675804116192,0.18,26-35,Premium,1,0,1,Wealthy Disengaged,0.0927,0,9148.02,25.5,High Risk,Reactivation Campaign
751,France,Female,44,10,0.0,2,1,0,170634.49,0,0.0,0.1818181818181818,0.3,1.6233440200147098,0.52,36-45,High,0,0,0,High Risk,0.193,0,0.0,72.0,Stable,Reactivation Campaign
544,Spain,Female,53,9,0.0,1,1,0,125692.07,1,0.0,0.1,0.3,0.8990957991851396,0.39,46-55,Low,0,1,0,High Risk,0.9437,1,0.0,46.5,Moderate Risk,Immediate Outreach
768,Germany,Female,43,2,129264.05,2,0,0,19150.14,0,6.749679131372859,0.6666666666666666,0.0,1.5871159177643035,0.1599999999999999,36-45,High,1,2,0,Wealthy Disengaged,0.2634,0,34048.15,36.0,Moderate Risk,Reactivation Campaign
648,Germany,Male,37,6,131753.41,1,1,0,86894.67,0,1.5162252618571217,0.1428571428571428,0.3,1.6586562157756062,0.3,36-45,High,1,2,1,Wealthy Disengaged,0.44,1,57971.5,37.5,Moderate Risk,Reactivation Campaign
577,Spain,Female,33,6,0.0,2,1,0,57975.8,0,0.0,0.2857142857142857,0.3,0.6329515067525746,0.4,26-35,Low,0,1,0,High Risk,0.0328,0,0.0,60.0,Moderate Risk,Reactivation Campaign
639,Spain,Female,27,2,0.0,1,1,1,82938.99,0,0.0,0.3333333333333333,1.0,0.9084928020003976,0.46,26-35,Low,0,1,0,Young Active,0.1751,0,0.0,53.5,Moderate Risk,Cross-Sell Programme
686,Germany,Male,26,1,57422.62,1,1,1,79189.4,0,0.7251209742595063,0.5,1.0,1.310601464591279,0.43,26-35,Medium,0,2,1,Premium Loyal,0.0202,0,1159.94,50.5,Moderate Risk,Cross-Sell Programme
657,France,Female,28,7,0.0,2,0,1,5177.62,0,0.0,0.25,0.7,0.5552720960052446,0.59,26-35,Low,0,0,0,Young Active,0.0165,0,0.0,79.0,Stable,Standard Retention Programme
613,France,Male,34,5,144094.2,1,1,0,44510.26,0,3.2372527760391416,0.1666666666666666,0.3,1.4252869834837625,0.27,26-35,Medium,1,0,1,Wealthy Disengaged,0.161,0,23199.17,34.5,Moderate Risk,Reactivation Campaign
701,France,Male,33,9,147510.34,1,1,0,190611.92,0,0.7738737751879567,0.1,0.3,2.3987374668674475,0.39,26-35,Premium,1,0,1,Wealthy Disengaged,0.0886,0,13069.42,46.5,Moderate Risk,Reactivation Campaign
578,Spain,Female,28,8,161592.76,1,1,0,177834.79,0,0.9086627613035598,0.1111111111111111,0.3,2.115090006808692,0.36,26-35,Premium,1,1,0,Wealthy Disengaged,0.2489,0,40220.44,43.5,Moderate Risk,Reactivation Campaign
689,France,Female,40,1,0.0,2,1,1,119446.64,0,0.0,1.0,1.0,1.2141581593659656,0.53,36-45,Medium,0,0,0,Young Active,0.0607,0,0.0,73.0,Stable,Standard Retention Programme
687,Spain,Female,72,4,0.0,2,1,1,50267.69,0,0.0,0.4,1.0,0.8568277859789585,0.62,56+,Low,0,1,0,Young Active,0.0039,0,0.0,82.0,Loyal,Standard Retention Programme
499,Spain,Female,53,1,75225.53,2,0,0,144849.1,1,0.5193336421583415,1.0,0.0,1.2935751809318,0.13,46-55,Medium,0,1,0,High Risk,0.8315,1,62550.03,33.0,Moderate Risk,Immediate Outreach
693,Spain,Female,39,0,0.0,2,0,0,81901.6,0,0.0,2.0,0.0,1.0323927191448274,0.0999999999999999,36-45,Low,0,1,0,High Risk,0.0702,0,0.0,30.0,High Risk,Reactivation Campaign
737,France,Female,70,9,87542.89,2,1,1,42576.86,0,2.0560659929832075,0.2,1.0,1.4079931803644603,0.77,56+,Medium,0,0,0,Young Active,0.0432,0,3781.85,97.0,Loyal,Standard Retention Programme
651,France,Female,32,8,144581.96,1,1,1,87609.5,0,1.650281187757175,0.1111111111111111,1.0,1.738458696058299,0.64,26-35,High,0,0,0,Premium Loyal,0.1017,0,14703.99,71.5,Stable,Cross-Sell Programme
753,France,Male,33,5,122568.05,2,1,1,82820.85,0,1.4798999297890592,0.3333333333333333,1.0,1.8396994694728088,0.65,26-35,Premium,0,0,1,Premium Loyal,0.0395,0,4841.44,85.0,Loyal,Relationship Manager Assignment
523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0,1.1101343696791752,0.1666666666666666,0.7,1.92508589114788,0.4299999999999999,18-25,Premium,0,1,0,Premium Loyal,0.0905,0,15586.99,50.5,Moderate Risk,Cross-Sell Programme
458,Germany,Female,28,2,171932.26,2,1,1,9578.24,0,17.948423883314334,0.6666666666666666,1.0,1.0261478411246576,0.56,26-35,Low,0,2,0,Premium Loyal,0.0116,0,1994.41,76.0,Stable,Relationship Manager Assignment
643,France,Male,39,7,0.0,2,1,1,170392.59,0,0.0,0.25,1.0,1.3637380577618268,0.71,36-45,Medium,0,0,1,Young Active,0.0152,0,0.0,91.0,Loyal,Standard Retention Programme
638,Spain,Female,34,7,0.0,2,0,0,3946.29,0,0.0,0.25,0.0,0.5035425192360846,0.31,26-35,Low,0,1,0,High Risk,0.0329,0,0.0,51.0,Moderate Risk,Reactivation Campaign
685,Germany,Male,38,4,111798.06,2,1,1,102184.66,0,1.094067993493412,0.4,1.0,1.7177876098214937,0.62,36-45,High,0,2,1,Premium Loyal,0.1559,0,17429.32,82.0,Loyal,Relationship Manager Assignment
684,France,Male,38,4,0.0,3,1,0,75609.84,0,0.0,0.6,0.3,0.978797922480902,0.4399999999999999,36-45,Low,0,0,1,High Risk,0.4333,1,0.0,30.0,High Risk,Reactivation Campaign
670,France,Female,27,5,79336.61,1,1,1,26170.08,0,3.0314610631276966,0.1666666666666666,1.0,1.1199674543437794,0.55,26-35,Medium,0,0,0,Premium Loyal,0.0682,0,5410.76,62.5,Stable,Cross-Sell Programme
701,Germany,Male,63,3,120916.52,3,0,0,144727.45,1,0.8354716712574479,0.75,0.0,2.0219015967751046,0.29,56+,Premium,1,2,1,Wealthy Disengaged,0.9969,1,120541.68,15.0,High Risk,Immediate Outreach
705,France,Female,31,3,142905.51,1,1,1,58134.97,0,2.4581254944228164,0.25,1.0,1.7084242140606107,0.49,26-35,High,0,0,0,Premium Loyal,0.1524,0,21778.8,56.5,Moderate Risk,Cross-Sell Programme
593,Spain,Male,27,10,0.0,3,0,0,94620.0,1,0.0,0.2727272727272727,0.0,0.8579730292549268,0.5,26-35,Low,0,1,1,High Risk,0.5788,1,0.0,36.0,Moderate Risk,Reactivation Campaign
651,France,Female,33,1,96834.78,1,1,0,108764.69,0,0.8903063089104661,0.5,0.3,1.5895190665526897,0.15,26-35,High,0,0,0,Wealthy Disengaged,0.1514,0,14660.79,22.5,High Risk,Reactivation Campaign
741,France,Male,37,9,105261.76,2,1,1,149503.54,0,0.704070658991359,0.2,1.0,2.057755139305108,0.77,36-45,Premium,0,0,1,Premium Loyal,0.0399,0,4199.94,97.0,Loyal,Relationship Manager Assignment
596,Germany,Male,54,1,123544.0,1,1,1,120314.75,1,1.0268314829937062,0.5,1.0,1.660423531203695,0.43,46-55,High,0,2,1,Premium Loyal,0.8896,1,109904.74,50.5,Moderate Risk,Immediate Outreach
581,Germany,Male,41,2,127913.71,2,1,1,44205.95,0,2.893520362748392,0.6666666666666666,1.0,1.2601742954166686,0.56,36-45,Medium,0,2,1,Premium Loyal,0.1384,0,17703.26,76.0,Stable,Relationship Manager Assignment
689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1,15.549610887007985,0.1666666666666666,0.3,1.1492861808405035,0.27,26-35,Medium,0,1,0,Wealthy Disengaged,0.2464,0,23488.97,34.5,Moderate Risk,Reactivation Campaign
544,France,Male,30,4,73218.89,1,0,1,126796.69,0,0.5774465607378179,0.2,0.7,1.2984428119939897,0.3999999999999999,26-35,Medium,0,0,1,Premium Loyal,0.0767,0,5615.89,47.5,Moderate Risk,Cross-Sell Programme
718,France,Female,41,1,0.0,2,0,1,27509.52,1,0.0,1.0,0.7,0.8150116218670616,0.4099999999999999,36-45,Low,0,0,0,Young Active,0.0978,0,0.0,61.0,Stable,Standard Retention Programme
583,Germany,Male,35,8,149995.72,2,1,0,42143.55,0,3.5590775082424653,0.2222222222222222,0.3,1.3731896249220354,0.4599999999999999,26-35,Medium,1,2,1,Wealthy Disengaged,0.0621,0,9314.73,66.0,Stable,Reactivation Campaign
663,Germany,Male,28,8,123674.28,2,1,1,87985.2,0,1.4056099706544891,0.2222222222222222,1.0,1.6566552175156588,0.74,26-35,High,0,2,1,Premium Loyal,0.0675,0,8348.01,94.0,Loyal,Relationship Manager Assignment
666,Germany,Male,33,2,124125.26,1,1,0,81884.8,0,1.5158337587225137,0.3333333333333333,0.3,1.6351687934250716,0.18,26-35,High,1,2,1,Wealthy Disengaged,0.3765,1,46733.16,25.5,High Risk,Reactivation Campaign
524,Spain,Male,29,3,159035.45,1,1,0,2705.31,1,58.764683277229885,0.25,0.3,1.079667532774423,0.21,26-35,Medium,1,1,1,Wealthy Disengaged,0.2914,0,46342.93,28.5,High Risk,Reactivation Campaign
599,France,Male,27,5,0.0,2,1,0,30546.4,0,0.0,0.3333333333333333,0.3,0.5457989953739664,0.37,26-35,Low,0,0,1,High Risk,0.0055,0,0.0,57.0,Moderate Risk,Reactivation Campaign
667,France,Male,27,7,156811.74,1,1,1,149402.59,0,1.0495848192135142,0.125,1.0,2.157405332915784,0.6100000000000001,26-35,Premium,0,0,1,Premium Loyal,0.058,0,9095.08,68.5,Stable,Cross-Sell Programme
727,France,Male,52,4,0.0,2,1,1,118429.02,0,0.0,0.4,1.0,1.2998813152565174,0.62,46-55,Medium,0,0,1,Young Active,0.0904,0,0.0,82.0,Loyal,Standard Retention Programme
689,Spain,Female,55,4,0.0,2,1,1,58442.25,0,0.0,0.4,1.0,0.903271185460554,0.62,46-55,Low,0,1,0,Young Active,0.1197,0,0.0,82.0,Loyal,Standard Retention Programme
639,France,Male,39,6,150555.83,1,1,0,30414.17,0,4.950024280646796,0.1428571428571428,0.3,1.4503982047950694,0.3,36-45,High,1,0,1,Wealthy Disengaged,0.2377,0,35787.12,37.5,Moderate Risk,Reactivation Campaign
678,France,Male,28,2,109137.12,1,1,1,58814.41,0,1.855587166696619,0.3333333333333333,1.0,1.4657116966826111,0.46,26-35,High,0,0,1,Premium Loyal,0.0598,0,6526.4,53.5,Moderate Risk,Cross-Sell Programme
523,France,Male,36,8,158351.02,2,1,0,155304.53,0,1.019609668760668,0.2222222222222222,0.3,1.851261967351414,0.4599999999999999,36-45,Premium,1,0,1,Wealthy Disengaged,0.1563,0,24750.26,66.0,Stable,Reactivation Campaign
650,France,Female,47,9,0.0,1,1,0,187943.6,0,0.0,0.1,0.3,1.4699268911410068,0.39,46-55,High,0,0,0,High Risk,0.8204,1,0.0,46.5,Moderate Risk,Immediate Outreach
744,Spain,Male,35,7,0.0,2,1,1,43036.6,0,0.0,0.25,1.0,0.9563407680185751,0.71,26-35,Low,0,1,1,Young Active,0.0108,0,0.0,91.0,Loyal,Standard Retention Programme
697,France,Male,40,4,0.0,2,0,1,26543.28,0,0.0,0.4,0.7,0.7598482921240544,0.4999999999999999,36-45,Low,0,0,1,Young Active,0.0345,0,0.0,70.0,Stable,Standard Retention Programme
800,Spain,Female,46,6,0.0,2,1,0,171928.04,0,0.0,0.2857142857142857,0.3,1.7471610136059827,0.4,46-55,High,0,1,0,High Risk,0.1659,0,0.0,60.0,Moderate Risk,Reactivation Campaign
664,France,Male,24,7,0.0,1,0,1,35611.35,0,0.0,0.125,0.7,0.727113087146689,0.49,18-25,Low,0,0,1,Young Active,0.102,0,0.0,56.5,Moderate Risk,Cross-Sell Programme
740,France,Male,39,9,0.0,2,1,0,19047.23,0,0.0,0.2,0.3,0.8245181776741276,0.49,36-45,Low,0,0,1,High Risk,0.0223,0,0.0,69.0,Stable,Reactivation Campaign
835,France,Female,56,2,0.0,2,1,1,39820.13,0,0.0,0.6666666666666666,1.0,1.157652532613974,0.56,56+,Medium,0,0,0,Young Active,0.0664,0,0.0,76.0,Stable,Standard Retention Programme
559,France,Male,52,2,0.0,1,1,0,129013.59,1,0.0,0.3333333333333333,0.3,0.9519079009496598,0.18,46-55,Low,0,0,1,High Risk,0.9142,1,0.0,25.5,High Risk,Immediate Outreach
676,Spain,Male,36,1,82729.49,1,1,0,113810.12,0,0.7269016419485197,0.5,0.3,1.5991919542124875,0.15,36-45,High,0,1,1,Wealthy Disengaged,0.176,0,14560.39,22.5,High Risk,Reactivation Campaign
613,Germany,Female,45,9,142765.24,2,1,0,34749.65,0,4.108275384776975,0.2,0.3,1.3683993622951534,0.49,36-45,Medium,1,2,0,Wealthy Disengaged,0.3213,1,45870.47,69.0,Stable,Reactivation Campaign
713,France,Female,25,4,121172.97,1,1,1,56268.98,0,2.1534212381095568,0.2,1.0,1.6011918945513388,0.52,18-25,High,0,0,0,Premium Loyal,0.0886,0,10735.93,59.5,Moderate Risk,Cross-Sell Programme
751,Germany,Female,28,10,132932.14,2,1,1,46630.47,0,2.850695892709366,0.1818181818181818,1.0,1.7062140070490317,0.8,26-35,High,0,2,0,Premium Loyal,0.0376,0,4998.25,100.0,Loyal,Relationship Manager Assignment
523,France,Male,22,8,123374.46,1,1,1,124906.59,0,0.9877258859929968,0.1111111111111111,1.0,1.5082713847384568,0.64,18-25,High,0,0,1,Premium Loyal,0.026,0,3207.74,71.5,Stable,Cross-Sell Programme
775,Germany,Female,72,0,161371.5,1,1,1,134869.93,0,1.1964883759606315,1.0,1.0,2.36623711295773,0.4,56+,Premium,0,2,0,Premium Loyal,0.0586,0,9456.37,47.5,Moderate Risk,Cross-Sell Programme
608,Spain,Male,45,4,0.0,2,0,0,36697.48,1,0.0,0.4,0.0,0.5986768669200603,0.2199999999999999,36-45,Low,0,1,1,High Risk,0.0548,0,0.0,42.0,Moderate Risk,Reactivation Campaign
673,France,Male,51,8,79563.36,2,1,1,172200.91,0,0.4620352933367579,0.2222222222222222,1.0,1.8725574857783256,0.74,46-55,Premium,0,0,1,Premium Loyal,0.1361,0,10828.57,94.0,Loyal,Standard Retention Programme
616,France,Male,46,2,0.0,2,1,0,137136.46,0,0.0,0.6666666666666666,0.3,1.129666828270669,0.2799999999999999,46-55,Medium,0,0,1,High Risk,0.1155,0,0.0,48.0,Moderate Risk,Reactivation Campaign
650,Germany,Female,48,7,138232.24,1,1,0,57594.78,0,2.400041114123292,0.125,0.3,1.5489629494352128,0.33,46-55,High,1,2,0,Wealthy Disengaged,0.8266,1,114262.77,40.5,Moderate Risk,Immediate Outreach
655,France,Female,41,5,0.0,1,0,0,36548.0,1,0.0,0.1666666666666666,0.0,0.710355287148866,0.15,36-45,Low,0,0,0,High Risk,0.3646,1,0.0,22.5,High Risk,Reactivation Campaign
782,Germany,Female,53,1,81571.05,1,1,0,182960.46,1,0.4458373364532618,0.5,0.3,2.1989511105263797,0.15,46-55,Premium,0,2,0,Wealthy Disengaged,0.8941,1,72932.68,22.5,High Risk,Immediate Outreach
781,Spain,Male,35,1,0.0,2,0,0,42117.9,0,0.0,1.0,0.0,1.0401756896806118,0.13,26-35,Low,0,1,1,High Risk,0.0128,0,0.0,33.0,Moderate Risk,Reactivation Campaign
593,France,Female,33,0,95927.04,1,1,0,198069.7345,0,0.4843069837760408,1.0,0.3,1.900993022980084,0.12,26-35,Premium,0,0,0,Wealthy Disengaged,0.093,0,8921.21,19.5,High Risk,Reactivation Campaign
505,Spain,Male,35,8,116932.59,1,1,0,91092.84,0,1.2836498055192316,0.1111111111111111,0.3,1.2582498736637164,0.36,26-35,Medium,1,1,1,Wealthy Disengaged,0.068,0,7951.42,43.5,Moderate Risk,Reactivation Campaign
707,France,Male,40,1,0.0,2,1,0,14090.4,1,0.0,1.0,0.3,0.7203101045912701,0.2499999999999999,36-45,Low,0,0,1,High Risk,0.0458,0,0.0,45.0,Moderate Risk,Reactivation Campaign
692,France,Female,36,3,79551.12,1,0,1,178267.07,0,0.446244355481046,0.25,0.7,1.948860220225329,0.37,36-45,Premium,0,0,0,Premium Loyal,0.3273,1,26037.08,44.5,Moderate Risk,Cross-Sell Programme
813,Germany,Male,30,1,116416.94,1,0,1,85808.22,0,1.356695003170988,0.5,0.7,1.9653880211175436,0.3099999999999999,26-35,Premium,0,2,1,Premium Loyal,0.1022,0,11897.81,38.5,Moderate Risk,Cross-Sell Programme
850,Spain,Male,37,4,88141.1,1,1,0,109659.12,0,0.8037662187493504,0.2,0.3,2.0234055015487584,0.24,36-45,Premium,0,1,1,Wealthy Disengaged,0.1197,0,10550.49,31.5,Moderate Risk,Reactivation Campaign
753,France,Male,32,6,177729.13,1,1,1,161642.08,0,1.0995158592622711,0.1428571428571428,1.0,2.5379995726689017,0.5800000000000001,26-35,Premium,0,0,1,Premium Loyal,0.1835,0,32613.3,65.5,Stable,Cross-Sell Programme
850,Spain,Female,32,5,0.0,1,1,1,3830.59,0,0.0,0.1666666666666666,1.0,1.0101299292136026,0.55,26-35,Low,0,1,0,Young Active,0.0714,0,0.0,62.5,Stable,Cross-Sell Programme
671,Spain,Male,32,6,123912.78,2,1,1,146636.44,0,0.8450282547213045,0.2857142857142857,1.0,1.975971441981831,0.68,26-35,Premium,0,1,1,Premium Loyal,0.0491,0,6084.12,88.0,Loyal,Relationship Manager Assignment
791,France,Female,33,3,0.0,1,1,1,144413.92,1,0.0,0.25,1.0,1.5854140777348418,0.49,26-35,High,0,0,0,Young Active,0.2639,0,0.0,56.5,Moderate Risk,Cross-Sell Programme
624,France,Male,72,3,0.0,1,1,1,65801.44,0,0.0,0.25,1.0,0.7852722631039535,0.49,56+,Low,0,0,1,Young Active,0.0264,0,0.0,56.5,Moderate Risk,Cross-Sell Programme
649,France,Female,35,4,108306.44,1,1,1,192486.24,0,0.5626681540033511,0.2,1.0,2.073077411178631,0.52,26-35,Premium,0,0,0,Premium Loyal,0.1297,0,14047.35,59.5,Moderate Risk,Cross-Sell Programme
